SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.63604947,45,0,0.446197061,13883.0,10,0,3,0,3.0
0,0.146500714,91,0,0.010052657,2088.0,1,0,0,0,0.0
0,0.640860956,35,0,0.544636953,7560.0,17,0,1,0,2.0
0,0.202527107,67,1,0.420815017,8416.0,12,0,2,1,0.0
0,0.025782776,63,0,0.393407636,4216.0,6,0,1,0,0.0
0,0.041642898,65,0,0.050782087,9333.0,2,0,0,0,0.0
1,0.965370004,60,2,0.970451011,4500.0,15,0,3,1,1.0
1,0.9999999,40,1,0.02349979,2382.0,0,1,0,0,2.0
0,0.008781488,31,0,0.157280906,3000.0,4,0,0,0,1.0
0,0.058968204,46,0,0.356206416,3584.0,7,0,1,0,2.0
0,0.034150741,49,0,0.370836942,12700.0,6,0,2,0,1.0
1,0.032784395,54,0,0.55790247,10888.0,12,0,3,0,1.0
1,0.536070308,51,1,0.269421957,7040.0,5,5,0,0,1.0
0,0.9999999,44,0,0.335776149,1500.0,0,0,0,0,2.0
1,0.623845566,29,0,0.24515097,5000.0,7,0,0,1,1.0
0,0.02328996,40,1,0.131829807,4300.0,8,0,0,0,3.0
0,0.030053803,33,0,0.416793358,8550.0,8,0,2,0,0.0
0,0.012238197,33,0,0.630123292,3000.0,7,0,1,0,0.0
1,0.023198103,33,0,0.398042075,4800.0,5,0,1,0,1.0
0,0.938169982,61,0,0.543135495,7800.0,7,0,2,0,0.0
1,0.100908656,41,0,0.448555144,10000.0,10,0,3,1,0.0
0,0.0,44,0,0.014496376,4000.0,3,0,0,0,3.0
0,0.188925916,50,0,0.175929628,2500.0,5,0,0,0,3.0
1,0.273012729,51,0,0.435100548,5469.0,10,1,1,1,0.0
1,0.965473384,41,6,0.845593487,7000.0,17,0,4,1,2.0
0,0.0,48,0,0.57107662,4058.0,5,0,1,0,1.0
0,0.153382031,47,0,0.097657929,9307.0,13,0,0,0,4.0
1,0.573796369,36,0,0.322923173,1600.0,8,0,0,1,2.0
0,0.022842689,86,0,0.00679864,5000.0,6,0,0,0,0.0
1,0.9999999,30,0,0.0,2120.0,0,0,0,0,2.0
1,0.865891764,50,6,0.772233878,10962.0,8,3,1,2,4.0
0,0.466235584,55,0,0.076057111,7283.0,5,0,0,0,0.0
0,0.9999999,53,0,0.255221449,6750.0,6,0,1,0,0.0
0,0.192001481,30,0,0.137488543,12000.0,6,0,1,0,2.0
1,0.9999999,28,2,0.186504217,3200.0,5,1,0,1,0.0
0,0.170511689,78,1,0.01712286,8000.0,7,0,0,0,1.0
1,0.393032419,37,0,0.268284462,8900.0,9,0,1,0,3.0
0,0.008118651,74,0,0.013969911,6513.0,7,0,0,0,1.0
0,0.173564479,54,0,0.063351095,10133.0,11,0,0,0,1.0
0,0.038855909,48,0,0.197450637,4000.0,7,0,1,0,0.0
0,0.286423499,45,0,0.159691473,7000.0,5,0,1,0,0.0
0,0.122816209,50,1,0.044006372,5021.0,5,0,0,0,1.0
0,0.114824905,37,1,0.17162819,6583.0,10,0,0,0,2.0
1,0.8001998,32,0,0.659817352,2189.0,4,2,0,2,1.0
0,0.33957044,38,0,0.293080768,3800.0,9,0,1,0,0.0
0,0.0014267,68,0,0.185220455,10500.0,15,0,3,0,1.0
1,0.59703925,42,0,0.463107379,5000.0,11,0,1,0,0.0
0,0.353686175,33,2,0.455693743,5145.0,8,0,1,0,0.0
1,0.0,27,0,0.659816718,3600.0,4,0,1,0,0.0
0,0.785746194,45,1,0.296744806,9000.0,14,0,1,0,4.0
0,0.016344221,41,0,0.006493506,2771.0,5,0,0,0,4.0
0,0.076350119,35,0,0.114171439,11000.0,9,0,1,0,1.0
0,0.449501824,37,0,0.532231853,7383.0,16,0,2,0,0.0
0,0.038170945,60,0,0.464053595,10000.0,16,0,2,0,0.0
1,0.9999999,44,0,0.084031343,3700.0,2,2,1,1,0.0
0,0.384099014,33,1,0.650201613,2975.0,7,0,1,0,1.0
0,0.201593102,50,0,0.429559571,7083.0,15,0,1,0,1.0
1,0.558985371,63,0,0.186854191,3483.0,11,0,0,0,0.0
1,0.672866044,50,0,0.459448896,5116.0,15,0,2,0,1.0
0,0.07726261,54,0,0.347826087,13500.0,15,0,2,0,3.0
1,0.9999999,71,2,0.426476264,2590.0,6,1,1,0,0.0
1,0.080932517,80,0,1.0,2500.0,11,0,1,2,0.0
1,0.828524869,40,0,0.123687631,10000.0,5,0,0,0,0.0
1,0.507542973,77,0,0.667719021,3800.0,12,0,1,0,0.0
0,0.083147167,59,0,0.130925773,8500.0,7,0,1,0,0.0
0,0.9999999,60,0,0.0,1100.0,0,0,0,0,0.0
0,0.088586929,60,1,0.357791109,6500.0,12,0,1,0,0.0
0,0.017813917,62,0,0.004126805,5330.0,5,0,0,0,1.0
1,0.868809731,31,4,0.279511156,10800.0,10,0,2,0,0.0
1,0.611808923,72,0,0.71754386,3419.0,11,0,1,0,0.0
1,0.9999999,53,0,0.0,5443.0,0,1,0,0,0.0
0,0.067451428,44,0,0.074990626,10667.0,7,0,0,0,3.0
0,0.551535421,46,0,0.04446263,10997.0,3,0,0,0,2.0
0,0.0,56,0,0.125119025,5250.0,4,0,1,0,0.0
0,0.935053179,48,1,0.489033207,8160.0,11,0,2,0,0.0
0,0.316962636,31,0,0.467207995,1600.0,11,0,0,0,0.0
0,0.0,46,0,0.354823228,6250.0,4,0,1,0,1.0
1,0.9999999,49,0,0.00779844,5000.0,0,3,0,0,3.0
1,0.9999999,52,0,0.056587091,7916.0,1,1,0,1,2.0
1,0.148573275,51,0,0.569851504,10235.0,11,0,3,0,2.0
1,0.9999999,32,0,0.120969758,4000.0,8,0,0,0,0.0
1,0.0,46,0,0.277835372,4822.0,7,0,1,0,4.0
1,0.031339031,50,1,0.355433171,4720.0,7,1,1,0,3.0
1,0.064546488,62,3,0.014492754,3380.0,12,1,0,0,1.0
1,0.851905521,35,0,0.043021266,4090.0,1,0,0,0,3.0
1,0.097180092,38,2,0.183618535,5200.0,10,0,1,0,0.0
0,0.099529797,76,0,0.204909119,6436.0,5,0,1,0,0.0
0,0.124462518,72,0,0.320234402,2900.0,9,0,1,0,0.0
0,0.808799235,41,1,0.551588718,2800.0,4,0,1,0,0.0
1,0.9999999,58,0,0.001831781,6550.0,0,0,0,1,0.0
1,0.402835696,38,1,0.232795444,4213.0,9,1,0,2,2.0
1,0.9999999,46,2,0.373608431,6736.0,3,0,1,0,0.0
0,0.0046251,72,0,0.005649718,2300.0,14,0,0,0,1.0
0,0.028690773,34,0,0.140214946,4000.0,8,0,0,0,0.0
1,0.914208122,28,0,0.281776913,3083.0,4,2,0,1,0.0
0,0.559705469,49,0,0.319796954,6500.0,9,0,0,0,3.0
1,0.658544156,53,0,0.951917573,5240.0,17,0,4,1,1.0
1,0.470915576,65,0,0.406090707,7650.0,14,0,1,0,1.0
0,0.063283337,27,0,0.122329529,3416.0,8,0,0,0,0.0
1,0.642679365,52,1,0.45853429,8500.0,23,0,2,0,1.0
0,0.003479502,55,0,0.204761209,6846.0,8,0,1,0,0.0
0,0.020875411,64,0,0.017408771,2986.0,11,0,0,0,1.0
1,0.912345966,40,0,0.022202617,6800.0,3,0,0,0,0.0
1,0.441842805,25,1,0.202749141,3200.0,8,0,0,0,0.0
0,0.069388979,56,0,0.137938645,4530.0,10,0,1,0,0.0
0,0.31104593,28,0,0.173901605,3800.0,11,0,0,0,0.0
0,0.057267028,69,0,0.024430872,1800.0,9,0,1,0,0.0
0,0.486612428,43,0,0.437166006,5800.0,8,0,1,0,2.0
0,0.149137801,46,0,0.615127227,12850.0,15,0,8,0,3.0
1,0.048878042,35,2,0.097580484,5000.0,6,0,0,0,0.0
0,0.974591225,43,0,0.320886708,11006.0,11,0,2,0,2.0
1,0.913528954,36,1,0.692634299,5416.0,11,0,2,0,3.0
0,0.015829212,87,0,0.422788606,2000.0,10,0,2,0,0.0
0,0.499416328,48,0,0.427889096,8583.0,14,0,1,0,0.0
1,0.305387784,46,0,0.898050975,2000.0,5,0,2,0,0.0
0,0.975668289,51,0,0.185349891,11917.0,5,0,2,0,1.0
0,0.9999999,80,0,0.003198976,6251.0,1,0,0,0,0.0
0,0.005134517,69,0,0.081420817,10500.0,11,0,2,0,0.0
1,0.9999999,35,0,0.401357978,2650.0,5,0,1,0,0.0
1,0.675675676,46,4,0.242889992,8262.0,10,0,0,1,0.0
0,0.714593817,26,0,0.145142476,6000.0,6,0,0,0,0.0
0,0.941835272,41,0,0.227074915,6433.0,6,0,0,0,3.0
1,0.058944131,52,1,0.210871603,3200.0,4,1,1,0,2.0
0,0.555292138,49,0,0.498875281,4000.0,6,0,2,0,1.0
1,0.09776226,79,1,0.442852491,3070.0,11,0,2,0,1.0
1,0.860840581,43,4,0.37139368,6550.0,10,1,0,4,0.0
1,0.9999999,25,0,0.1745503,1500.0,1,0,0,0,0.0
1,0.886259478,61,2,0.680386602,6000.0,15,1,2,1,0.0
1,0.888149134,41,0,0.380516236,1200.0,6,0,0,1,1.0
0,0.0,38,0,0.389616056,4583.0,7,0,1,0,0.0
1,0.0,54,1,0.475725816,8300.0,10,1,3,0,0.0
1,0.398949601,56,3,0.212029859,6965.0,9,3,1,3,1.0
1,0.9999999,51,98,0.0,800.0,0,98,0,98,0.0
1,0.781796795,35,3,0.499500167,3000.0,9,2,1,3,0.0
0,0.028172688,49,0,0.358764868,8322.0,4,0,2,0,0.0
0,0.097952263,56,0,0.492285439,4147.0,11,0,2,0,0.0
0,0.007078857,39,1,0.252213653,3500.0,8,0,0,1,2.0
1,0.318651858,27,2,0.115817826,4083.0,9,0,0,0,0.0
0,0.241516966,39,0,0.037493751,6000.0,11,0,0,0,0.0
0,0.440124417,24,0,0.023990404,2500.0,3,0,0,0,0.0
0,0.258217477,50,0,0.207895034,8840.0,5,0,1,0,1.0
1,0.078122966,46,1,0.159613462,3000.0,7,0,0,0,0.0
1,0.9999999,39,1,0.353851964,5295.0,5,3,2,1,3.0
0,0.461098672,37,0,0.529385624,9000.0,8,0,2,0,1.0
1,0.880353274,33,1,0.477926473,6500.0,9,0,2,0,1.0
0,0.19574434,51,0,0.652882206,9575.0,12,0,4,0,0.0
0,0.225949961,32,0,0.334605113,2620.0,4,0,2,0,0.0
0,0.155734973,45,0,0.21614252,5500.0,3,0,1,0,1.0
0,0.06369828,26,0,0.416706444,6284.0,6,0,2,0,1.0
0,0.046106007,79,0,0.11036036,443.0,6,0,0,0,0.0
0,0.916805324,49,1,0.004359198,3440.0,2,0,0,0,0.0
1,0.655086206,39,2,0.731783527,8000.0,14,0,4,0,0.0
1,0.724183877,26,1,0.065060611,6516.0,5,0,0,0,1.0
1,0.9999999,54,0,0.0,5443.0,0,0,0,0,0.0
0,0.079733342,42,3,0.368059343,9166.0,8,0,1,0,0.0
0,0.069017591,51,0,0.213422708,12083.0,8,0,1,0,4.0
0,0.129320177,62,0,0.208558288,5000.0,7,0,0,0,0.0
1,0.484357022,48,0,0.338266001,11014.0,7,0,1,0,1.0
0,0.40666237,47,0,0.804335653,12500.0,28,0,4,0,0.0
